Uuid,Attribute|54686249-2c26-4dd9-be90-fc7868dedd8f,Name,Attribute|d4e54a2f-39bf-4b0a-8000-f2048eddbe12,Description,Attribute|f369dbaa-3a0a-416e-97d1-cac1a230824f,County/District,State/Province,Address 4,Void/Retire,_order:1000,Unnamed: 11
9c586b6a-50a7-4731-a042-80e64a9bc95e,1098482,Medhin Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Majang Zone,Godere,,,
d98abe6b-666e-434b-aa39-dea2ee01f8ea,1097504,Medhin Primary Hospital,Operational,Primary Hospital,Hospital,Amhara Region,Woldia Town Administration,Woldiya Town,,,
98064fc5-07a7-4c19-90ae-410235e0c84b,1078954,Medianalem Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,North Shewa Zone,Barak Woreda,,,
ff319ed3-a8e4-41b9-848a-50efb33506b6,1060377,Mediane Alem Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Meta Robi,,,
970c7acc-57ed-41dc-8361-b948d7c2a6c1,1053347,Medical Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Bole Sub City,,,
4bf033bf-5f2d-4f26-82fd-c4646e727517,1057783,Medical Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 11,,,
d2668f10-64e4-46cf-b91f-467b60be57ab,1098502,Medicare Medium Clinic ,Operational,Medium Clinic,Clinic,Dire Dawa City Administration,Goro Operational,,,,
406b366e-5a6f-4bfd-ae9c-8f98cf2c12cc,1061221,Medico Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 8,,,
28ff29bd-76ee-49b7-98cb-320020969b8d,1065566,Medicos Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Lemi kura Sub city,Woreda 09,,,
d39ede59-9572-4665-8ed5-7d185bf1c891,1042734,Medihanalem primary clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,West Omo zone,Maji Tum Town,,,
355b8baa-8931-4c10-90b8-b945146a4599,1082328,Medihanalem Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Tello Woreda,,,
94ff6944-053b-4b38-aa57-621fb8b6d95c,1028931,Medihanealem Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Gulele Sub City,Woreda 4,,,
9b1708c2-a858-47ca-9526-95a4c2bc6a93,1073659,Medihanealem Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
a640b730-a45e-42e5-ada9-60319f935b77,1091364,Medihanealem Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Dawro Zone,Tercha Zuria Woreda,,,
289a3447-760d-458e-929d-a0a077f4709c,1041104,Medihane-alem Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,duna woreda,,,
5c0d47fd-6d2d-4185-93c0-86cfb1419aeb,1094668,Medihanialem Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,South Bench Woreda,,,
99fe14a3-6726-4f85-a7c3-b3e84b27bd75,1072564,Medihanialem Medium Clinic ,Operational,Medium Clinic,Clinic,Amhara Region,Debre Tabor town Administration,Debre Tabor town,,,
5a58fc0a-d579-4d61-9a6c-17ada0261e2d,1036611,Medihanialem Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
97bcce12-9af8-4de3-a225-f6e4ce1d4392,1077501,Medihanialem Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Central Gondar Zone,Gondar Zuriya,,,
d7bdbfa1-f2e3-46bf-88b3-c6ea5e7682a5,1084074,Medihanialem Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Sheko Woreda,,,
55e171ff-f1d1-4302-a7d9-b3e7a4355b61,1102250,Medihanialem Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Agniwa zone,Dimma,,,
59a63375-838c-4335-ae91-eca6c365abe3,1099368,Medihanit Midium Clinic ,Operational,Medium Clinic,Clinic,South Ethiopia Region,gedeo zone,Chelelkitu town,,,
72183162-5716-4b61-81fb-4dc6ef345350,1079614,Medihaniyalem Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,North Shewa Zone,Abichu Gna,,,
83211080-3564-41a8-a1b9-4df7151e96a2,1096977,Medihaniyalem Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,Simada,,,
a8f5b1e3-4dbb-452f-965c-ac48858edc07,1058085,Medihaniyalem Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,North Shewa Zone,Were Jarso,,,
0bd2bd96-2e11-4823-a099-49931cca57de,1077717,Medihin Medim Clinic,Operational,Medium Clinic,Clinic,Amhara Region,East Gojjam Zone,Motta Town,,,
70883ee7-0a4b-42f6-8793-1ea285c350f9,1075331,Medihn Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Minjarina Shenkora,,,
282b8066-085e-4010-99c4-835df2765047,1087196,Medinalem Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
c6e8e20a-9581-44c7-9ebd-95d51e559f2c,1044185,Medina Medium Clinic,Operational,Medium Clinic,Clinic,Gambella Region,Agniwa zone,Dimma,,,
1b4fc20a-7c3f-4e3a-b9e9-df5be3118bfe,1072624,Medina Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Kombolcha Town Administration,Kombolcha Town,,,
b52917e9-2dd2-4883-b76a-f25957eef13e,1092527,Medina Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Gura Ferda Woreda,,,
96c5287b-c92a-4d80-8c62-30a81638c4d8,1035255,Medina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Meye Muluke,,,
21e0a7de-f8f4-4993-8d84-3f65bf123d67,1077231,Medina Primary Clininc,Operational,Primary Clinic,Clinic,Amhara Region,Oromia Special Zone,Artuma Fursi,,,
d2a93921-aa20-46bd-89e5-273d4caff265,1053800,Medina Primary Hospital,Operational,Primary Hospital,Hospital,Somali Region,Fafan,Jigjiga Town,,,
d154ba51-37bf-42b4-a81b-c6a25450ecda,1079519,Medin Beza Primary Hospital ,Operational,Primary Hospital,Hospital,Oromia Region,Adama Town,Bole Sub City,,,
27293644-0ecf-4c3e-95a5-1270a4f4356d,1038057,Medin Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Nekemte Town,Nekemte Town,,,
afa2fbd0-3271-4ed0-9ba0-a87970f4136b,1086218,Medistar,Operational,Internal Medicine clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Semen,,,
b793b8d4-e807-45a0-8204-8d6535e245fa,1089610,Medlot Addis Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Arada Sub City,Woreda 6,,,
f495f2bd-a562-4165-bf00-5d414595c4e6,1058252,Medscape Medium clinic ,Operational,Medium Clinic,Clinic,Somali Region,Fafan,Qabribayah City,,,
0fa9d424-b7aa-4a88-912e-4dcee0cccbe3,1044449,Med Star Internal Medicine Specialty Clinic,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 4,,,
a8628889-3482-4763-a6ee-7dcb8e7f9288,1094111,Med Star Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
7b3438e1-5149-4d11-9e1c-42dbf3f8cbcc,1088680,Me'e Boko,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Melka Soda,,,
54195214-0ca1-4916-90f4-e8466d92463f,1009431,Me'e Boko Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Adola Rede,,,
006f83fb-d96a-4613-8863-1651b01746d0,1009713,Me'e Boko Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Arda Jila Me Boko,,,
1009d79d-0534-4abc-a5c4-285f46f0f3ce,1009714,Me`e Boko Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Odo Shakiso,,,
47f39612-b56b-41a0-904e-c2e0bc53ccc8,1041924,Mefitihe Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,South Bench Woreda,,,
aaf09ce4-15d1-44df-a66b-21d7be59772e,1029311,Meftihe Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 8,,,
05cc6cf5-40d4-497e-b53d-9b21f966f4ab,1087651,Megabiyaw Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Gondar Town Administration,Gondar City Administration,,,
93379cae-becc-4b78-b3dd-aecebd71043b,1080182,Mega Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Bole Sub City,,,
1c3d1571-c5d9-4b1e-925e-0801b48616b8,1059681,Mega Primary Clinc,Operational,Primary Clinic,Clinic,Oromia Region,Borena Zone,Dire,,,
f274f1d3-15b2-4b67-af41-f732cb16db30,1059469,Mega Primary Hospital,Operational,Primary Hospital,Hospital,Oromia Region,Borena Zone,Dire,,,
da885f88-4abb-4e5a-b872-4d523e5c2336,1049469,Megartu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Omo Nada,,,
c1a7e162-5f7f-411e-8160-5a894ba94f63,1058845,Megenagna Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,hosaena town adminstration,,,
ef558533-8d62-4f7c-aa73-a195ec857f5e,1061149,Megenagna Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Biftu Town Administration,,,
1eed3c3b-65a0-4f96-a9aa-a5645f021da7,1029459,Megenagna Scpecality Dental Clinic,Operational,Dental clinic,Specialty Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 9,,,
a501c4df-d17c-4c3b-8587-c38c4560d3ca,1073843,Megenteya  Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Jama,,,
b7c68de1-2a82-4d25-a584-fb4b6f5129c0,1064473,Megersa Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Adama Town,Abba Gada Sub City,,,
97dc7478-1548-4c9a-976d-7461177909dd,1084901,Megersa Medium Dental Clinic No.2,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Adama Town,Lugo Sub City,,,
4db2ec9e-41a0-496e-b9ca-22032aaac1c0,1059010,Megersa Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Enkelo Wabe,,,
4f633984-0348-430a-9765-3be65367a5f6,1038703,Megersa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gida Ayana,,,
6d89a3fe-41b0-4389-a937-e97bf7aacc72,1084101,Meginagna Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Gura Ferda Woreda,,,
a1d23f21-2110-4e48-978c-bc845d7e9df9,1090209,Mehader Medium Clinic ,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 6,,,
952ef55f-109a-47de-93fb-4273fd7abf29,1047018,Mehader Selam Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Melo koza woreda,,,
92dc4211-5cbc-4d5b-a6f0-b29951ed375a,1044557,Mehal Amba Primary Hospital,Operational,Primary Hospital,Hospital,Central Ethiopia Region,Gurage Zone,Gedebano Gutazer Wolene Woreda,,,
574d0168-ddb2-4ee1-ba1d-4392e41c1ac8,1071659,Mehal Meda General Hospital,Operational,General Hospital,Hospital,Amhara Region,North Shoa Zone,Menz Gera Midir,,,
cc15f2aa-2553-484e-9018-df86e211af4f,1071866,Mehamed  Abatmamo  Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,West Gondar Zone,West Armacho,,,
865d29e3-fae6-4b72-8818-9ea250f0e145,1009456,Mehamed Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Assosa Zone,Bambasi Woreda,,,
76a9a9dd-b4b2-4293-916d-9568ec3ebfd3,1072577,Mehammed Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Efratana Gidim,,,
e2d05b84-5da5-4a58-9be5-772334b20567,1055302,Mehbuba medium clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Silte Zone,hulbareg woreda,,,
81acfb0f-18b0-4edf-9bfd-672f9acfd2ca,1087997,Mehbuba Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Oromia Special Zone,Jile Timuga,,,
6351c803-114b-4736-b0a3-f07e15a2674f,1084699,Mehelik Midium clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Dila Town,Dila Town,,,
f45de2da-e850-465e-9f53-e6c13d8b1b85,1029323,Meher Fiber Products Factory organization Primary Clinic,Operational,Institution Based Primary Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 4,,,
ba68ad35-6d52-493c-8e4a-12f12f60b996,1085856,Mehoni Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Southern Zone,Mekoni Town,,,
03a9f44c-667e-4f90-b032-cbe59874a641,1058248,Mehrab Primary Clinic ,Operational,Primary Clinic,Clinic,Somali Region,Sitti,Ayisha,,,
7ae104d0-e3b5-4cb3-8c5d-6a771ee9c9ba,1077526,Meja Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Kombolcha Town Administration,Kombolcha Town,,,
2fe751eb-5d7e-4544-84aa-61926faa7094,1081386,Meka Koyisha Primary Clinic ,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Chena Woreda,,,
972e2f07-bf76-4a50-b76d-5aa785c3812e,1100699,Meka Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,hosaena town adminstration,,,
05d5c5d0-5b55-45c5-b016-60617b33f16d,1050825,Mekana Yesus Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Seyo Nole,,,
09260d07-9bdd-43ac-b534-084d199c5cd1,1045900,MekaneEyasuse primary clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Koore zone,Sarmale Woreda,,,
78efa1b3-710a-4815-adbc-6290540c1eea,1009466,Mekane Eyesus Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Dodola Town,Dodola Town,,,
1154851a-7d43-47ed-a3d6-4b2ad6199243,1076249,Mekane Eyesus Primary Hospital,Operational,Primary Hospital,Hospital,Amhara Region,South Gondar Zone,Estie,,,
7bcace2a-3221-480a-a107-ce5629c4420c,1030116,Mekane Hiwot Primary Clinic,Operational,Primary Clinic,Clinic,Addis Ababa City Administration,Addis Ketema Sub City,Woreda 9,,,
28c11d78-55f3-41db-b21d-1709c725fc96,1081734,Mekaneselam General Hospital,Operational,General Hospital,Hospital,Amhara Region,South Wollo Zone,Borena,,,
51cca83a-51f5-4221-8087-ae659ada6aef,1084269,Mekane Yesus Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Kiltu Kara,,,
62ce78be-0c73-4149-b540-5353feebcae9,1028704,Mekanisa Optamology Specialty Clinic,Operational,Ophthalmology clinic,Specialty Clinic,Addis Ababa City Administration,Lideta Sub City,Woreda 8,,,
12e3059b-f6eb-4a64-98b7-1464ad74aff8,1087896,Meka Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,,,,
8db43c61-0312-4b23-9326-43a80f9db8a2,1009468,Meka Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Kersa,,,
84fcf8d6-168a-4e3c-bfc7-bd70830a0ac4,1097469,Meka Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,Estie,,,
3e60d96b-e6b0-47b1-a2ab-e6e2f461c938,1077317,Mekdela  Medium CLinic,Operational,Medium Clinic,Clinic,Amhara Region,West Gojam Zone,Bure Zuria,,,
740f3b38-e009-45a2-acb6-1e9392b864c4,1082482,Mekdela Primary Hospital,Operational,Primary Hospital,Hospital,Amhara Region,South Wollo Zone,Mekdela,,,
a91e269d-440f-4e9e-8b60-9140332d260a,1034227,Mekdes Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Dello Menna,,,
7e14007a-6a2c-4e12-895c-1332df1070bd,1029706,Mekdim above the neck Specialty Clinic,Operational,ENT clinic,Specialty Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 6,,,
b2625d27-ad23-4ee5-8ccf-be2b11f38b54,1090309,Mekdim Ethiopia National Association Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Arada Sub City,Woreda 7,,,
db2da8f8-ec97-417f-9935-dc03f2b798fd,1071041,Mekedela Amba University Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Legambo,,,
be0dd6cf-f3b5-42b2-8482-ff09fb327c02,1030540,Mekedonia Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Lemi kura Sub city,Woreda 10,,,
c945a82d-09cb-4cae-9999-742ce0bbdb16,1096685,Mekela Amba Universty Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Borena,,,
5c2d9318-a1e7-4d80-a555-37c51a6174f0,1040639,Mekelle General Hospital,Operational,General Hospital,Hospital,Tigray Region,Mekelle Zone,Semen,,,
3227a455-7844-4819-8932-8e150365d90f,1042137,Mekibib Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Gide Bench Woreda,,,
fa65121a-f4fa-46ae-8c32-98dc7ee76612,1084445,Meki Catholic Ophthalmology and MCH Specialty Center,Operational,"Ophthalmology,Maternal and Child (MCH) Center",Specialty Center,Oromia Region,East Shewa Zone,Meki Town,,,
37ab8ca4-35e3-4f91-95de-e4249ee7df94,1073939,Mekidela Amba Obstatrics And Gaynicology Speciality Clinic,Operational,Obstetrics and gynecology clinic,Specialty Clinic,Amhara Region,Gondar Town Administration,Gondar City Administration,,,
af5e1c50-0b1d-42a6-bddf-3b1a65300728,1094037,Mekidela Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Mekdela,,,
9b5a71b5-2517-4dba-b75b-1fc9827f06bf,1045754,Mekides Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Sheka Zone,Yeki Woreda,,,
952b1f7b-e32e-4f21-9ec7-4768e00b9e67,1009474,Mekii Catholic Maternal & Child (MCH) Specialty Center And Ophthalmic Medium Clinic ,Operational,Maternal and Child (MCH) Center,Specialty Center,Oromia Region,East Shewa Zone,Meki Town,,,
cf70d517-993d-458b-9039-40f7c0170626,1098536,Mekilet Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
4dc442a2-d1d5-4721-a0a2-f79985abe90e,1029313,Mek Internal Medicine Specialty Clinic And Basic Diagnostic ,Operational,Internal Medicine clinic,Specialty Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 8,,,
baf230d0-0f4e-48a1-871c-00410f87330e,1059284,Meki Primary Hospital,Operational,Primary Hospital,Hospital,Oromia Region,East Shewa Zone,Dugda,,,
936a2660-29ad-4d30-abbb-a4b3f6fcfde9,1079906,Mekirez Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Bahirdar Town Administration,Bahir Dar Town,,,
19ebfeb2-e916-433a-ac49-e79afaf1537b,1079503,Meki Star Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Shewa Zone,Meki Town,,,
72e3a9ad-3989-40f6-b694-9b5a766293bd,1093465,MekiYa Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Dessie Zuriya,,,
454a0725-5c3f-4c86-9196-119bf9bc090a,1029403,Meklit Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 4,,,
ac9ec22d-bb9f-42c6-8d27-065fdca6f7bb,1090780,Meklit Medium Clinice,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,South Bench Woreda,,,
b8dcb5f6-6116-474d-a8fe-95ce79fa92e0,1044772,Meklit Primary Clinic,Operational,Primary Clinic,Clinic,Sidama Region,Northern Zone,Shebedino Woreda,,,
50ce1a92-625e-4222-a9d1-38bca45734ff,1061822,Meklit Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Shishoinde Woreda,,,
1ad90774-9d46-4ef9-b9d0-f024cb5cb3d4,1096153,Meklit Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Mojana Wodera,,,
f82bfc75-46ba-4f39-b3b0-2489aee15a40,1081090,Meklit Primary Clinic ,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Gewata Woreda,,,
3c268f93-97e3-493b-8328-6903994d8e13,1073528,Mekonen Mebratu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Legambo,,,
30d5d9ec-79ed-4d0e-8321-77f59efd34a9,1090040,Mekonen Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 12,,,
60c1475d-afda-4349-beef-be49f5060433,1099536,Mekonen Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Eastern Zone,Edaga-Hamus Town,,,
8c0b06cf-35b5-495f-ac7e-f848c09dd296,1075873,Mekonen primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,Simada,,,
37e8cef6-dbca-4f17-9536-3c482f46d7b3,1000861,Mekonen Primary Clinic,Operational,Chiropractic Center,Specialty Center,Harari Region,Hakim,,,,
e9f49ca6-4df6-4331-ad98-102969625cb2,1074365,Mekonen Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Woreilu,,,
4db3f67c-9e48-4654-bd1c-28c0c13167cb,1076290,Mekonen Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,Yilemana denisa Woreda,,,
cc5aa6c7-d1e1-422a-b47a-b687c45a5585,1039375,Mekonie Primary Hospital,Operational,Primary Hospital,Hospital,Tigray Region,Southern Zone,Mekoni Town,,,
efef0b40-42c6-45d1-8d22-1e9232314c3e,1093999,Mekonnen Seid Primery Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Worebabo,,,
1c12bdea-4f64-4489-b1aa-d74b0dba9adf,1038479,Meko Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Darimu,,,
697a64b9-d149-40ed-a507-e52d46dc2350,1101869,Mekuanente Medium Clinic ,Operational,Medium Clinic,Clinic,Amhara Region,North Gojjam Zone,Bahir dar Zuriya Woreda,,,
e96a7524-6f0d-4ff9-92d3-8b7d993fb26d,1082199,Mekuanent   Gelaw,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Dangla Zuria,,,
74ae5575-0c93-4470-87f0-3486dc69c0e7,1070828,Mekuaninit Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,South Mecha Woreda,,,
8bbcdbfe-3f91-4012-994c-e1845c0131c8,1095717,Mekuanint Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,West Gondar Zone,Metema,,,
fa17026a-1307-4cfe-9035-d8198fe54712,1082589,Mekuannt Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,South achefer Woreda,,,
a72a6e77-da23-41fc-83e7-bd27c3ab680c,1081904, Mekuant Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Wolkait Tegedi Setiti Humera,Kafta Humera,,,
1dfbbded-89b3-4ffb-987e-ab9f653f3ade,1072388,Mekuant primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Gondar Zone,Andabet,,,
cecb1f63-5b29-44a2-84b1-50446926412d,1076467,Mekuant Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Central Gondar Zone,Alefa,,,
e75c2502-3576-4009-8fc4-5a8da453ec2f,1076597,Mekuant Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,East Gojjam Zone,Baso Liben,,,
34fc6e54-ee43-4e1a-b60d-e4cf20ac1911,1076647,Mekuant Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Central Gondar Zone,Chilga,,,
6f9e104b-6245-4c91-af77-4593dc83f052,1029966,Mekuria Medium Clinic ,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 11,,,
